polarity,text
0,"Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good."
0,"The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the.."
0,@QuantTrader i own a GM car and it is junk as far as quality compared to a honda
0,sad day...bankrupt GM
0,is upset about the whole GM thing. life as i know it is so screwed up
0,whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs
2,"Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH"
0,#WFTB Joining a bit late. My connection was down (boo time warner)
0,Cox or Time Warner?  Cox is cheaper and gets a B on dslreports.  TW is more expensive and gets a C.
0,i am furious with time warner and their phone promotions!
0,Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner
0,could time-warner cable suck more?  NO.
0,Pissed at Time Warner for causin me to have slow internet problems
0,"@sportsguy33 Ummm, having some Time Warner problems?"
0,You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j
0,"RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside."
0,"RT @sportsguy33: New Time Warner slogan: ""Time Warner, where we make you long for the days before cable."""
0,"confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/"
0,@sportsguy33 Time Warner = epic fail
2,Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china
2,Weird Piano Guitar House in China! http://u2s.me/72i8
2,Send us your GM/Chevy photos http://tinyurl.com/luzkpq
0,I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM.
0,"GM files Bankruptcy, not a good sign..."
4,yankees won mets lost. its a good day.
4,My dentist appt today was actually quite enjoyable.
0,I hate the effing dentist.
2,@stevemoakler i had a dentist appt this morning and had the same conversation!
0,@kirstiealley I hate going to the dentist.. !!!
0,i hate the dentist....who invented them anyways?
0,this dentist's office is cold :/
2,Check this video out -- David After Dentist http://bit.ly/47aW2
2,First dentist appointment [in years] on Wednesday possibly.
2,Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu
2,BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a
2,Portland city politics may undo baseball park http://tinyurl.com/lpjquj
2,"RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county http://tinyurl.com/mb573s"
2,dropped her broccoli walking home from safeway! ;( so depressed
2,@ronjon we don't have Safeway.
4,Just applied at Safeway!(: Yeeeee!
0,@ Safeway. Place is a nightmare right now. Bumming.
2,at safeway with dad
0,"HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;"
2,"Safeway with Marvin, Janelle, and Auntie Lhu"
2,Safeway offering mobile coupons http://bit.ly/ONH7w
2,"Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa"
2,Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town.
2,"Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake."
2,eating breakfast and then school
2,still hungry after eating....
2,10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... http://bit.ly/62gFn
2,"with the boyfriend, eating a quesadilla"
2,"Eating dinner. Meat, chips, and risotto."
2,got a new pair of nike shoes. pics up later
2,"Nike SB Blazer High ""ACG"" Custom - Brad Douglas - http://timesurl.at/45a448"
4,Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes
2,Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN
4,@evelynbyrne have you tried Nike  ? V. addictive.
2,@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin....
4,The Nike Training Club (beta) iPhone app looks very interesting.
0,argghhhh why won't  my jquery appear in safari bad safari !!!
2,DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt
2,"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/"
4,"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js"
2,"This is cold.. I was looking at google's chart//visualization API and found this jQuery ""wrapper"" for the API...  http://tinyurl.com/mq52bq"
2,I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens.
2,jquery Selectors http://codylindley.com/jqueryselectors/
2,How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ
2,What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. http://bit.ly/AUIzO
4,"SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga"
2,I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul
4,"reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio"
4,"I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it."
0,"I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. http://www.davehitt.com/march03/twdvr.html"
4,I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis
0,I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads.
4,I love my Kindle2. No more stacks of books to trip over on the way to the loo.
0,"Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more."
0,"@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)"
2,@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?
2,@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?
0,Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter
0,"Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass"
4,GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave
0,looks like summize has gone down. too many tweets from WWDC perhaps?
2,I hope the girl at work  buys my Kindle2
2,Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush
4,"@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen"
0,Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T
4,@cwong08 I have a Kindle2 (&amp; Sony PRS-500). Like it! Physical device feels good. Font is nice. Pg turns are snappy enuf. UI a little klunky.
4,"The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?"
4,"I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha."
2,@ruby_gem My primary debit card is Visa Electron.
2,Off to the bank to get my new visa platinum card
0,"dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?"
2,has a date with bobby flay and gut fieri from food network
4,Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp; Music Fest!
4,Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good.
4,can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.
4,"My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today."
0,Fighting with LaTex. Again...
0,@Iheartseverus we love you too and don't want you to die!!!!!!  Latex = the devil
0,"7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more."
2,How to Track Iran with Social Media: http://bit.ly/2BoqU
0,Shit's hitting the fan in Iran...craziness indeed #iranelection
0,Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop.
2,Twitter Stock buzz: $AAPL $ES_F $SPY $SPX $PALM  (updated: 12:00 PM)
4,getting ready to test out some burger receipes this weekend. Bobby Flay has some great receipes to try. Thanks Bobby.
2,@johncmayer is Bobby Flay joining you?
4,i lam so in love with Bobby Flay... he is my favorite. RT @terrysimpson: @bflay you need a place in Phoenix. We have great peppers here!
0,"I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner , it's a great time waster)"
4,using Linux and loving it - so much nicer than windows... Looking forward to using the wysiwyg latex editor!
4,"After using LaTeX a lot, any other typeset mathematics just looks hideous."
2,Ask Programming: LaTeX or InDesign?: submitted by calcio1 [link] [1 comment] http://tinyurl.com/myfmf7
0,"On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now."
4,Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX.
0,"Trouble in Iran, I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect"
0,Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...
0,"@kisluvkis oh that is very sad, poor boy. "
0,"@JonathanRKnight @silver_tulip27 Um, that would be a hell no to the fugly poker dog pants on the cruise!  Hi Jonathan, sorry I missed you "
0,I'm doing my homework. It's gosh darn hard!! 
0,definitely no vacation for me...   http://plurk.com/p/mzygb
0,'study group extraordinare' about to leave campus...some of torts outline finished-good thing-but sleepy as h*#@...will be back@ 7am 
0,"Why can't airfare go down? Or, why do I have to live in Texas!! I don't know if I'll be able to make it to Iowa. "
0,@j_stricko I found it pretty frustrating. stupid monkeys 
0,"@lenesha but Im not feeling well, mommy... "
0,"@lovebscott Nope, I'm Right Along Wit' You! "
0,so a murder? gotcha.  Cant believe it
0,@nbensalem i'm sitting at my house and i'm sooo not looking forward to my one class tomorrow. 
0,"Ordered some maternity clothes online, which came today. I got something strange I didn't order, not in my size. And stuff is missing. "
0,@citizensheep 
0,@thesage1014 I wish I could! Gotta work though 
0,@SeaGhostdesigns what happened to you on Saturday? You didnt show up... 
0,@GirlsGoneChild 
0,Can't fall asleep 
0,I have mouth ulcer  so painful to talk and eat! 
0,"@danphelan Urgh, it was just the video, and they cut the Robots part!!! "
0,my dog can't move anymore. praying that he will be okay 
0,@Kal_Penn you were pretty much my fave...not much reason to watch now 
0,@Artistbabee but tht's annoying &amp;definitely not bitchy enough  he def broke like everything in me. he prolly doesn't even kno oct. 5!
0,@mileycyrus hahaha dont be like that one time in NY when you got 30 mins of sleep then got sick  love you!!
0,@normalguyguide I can't! I have so much to learn about WWI by tomorrow at noon! 
0,New Post!  http://tinyurl.com/cexkqy
0,@graemearcher I am sad about Innocent selling out too! 
0,dang won't be able to get to any workshops run by web directions 
0,"@BenPritchett goodness me, how did you find me?? it's good to hear from you Ben! I still have your video game and book...I apologize "
0,Jap girls ? They're leaving! 
0,my poor little girl has a baaaad rash on her bum and isnt feeling good 
0,@nicolerichie yes! we had the VHS. i cried when the old man died 
0,"Argh, got up early for Girls Aloud on Freshly Squeezed and it was just the video "
0,"#travian Total cost of the atk for the aggressor: 273,310 resources all said and done. I'm guessing he's not going to let that slide. "
0,waiting for kelly's call. 
0,"mhm, not having a good day  blah blah blah"
0,"@octopuseatspie I GOT THE I CAN HAS CHEZBURGER BOOK FROM THE LOBO, AND YOU ARE NOT HERE TO LOOK AT IT WIF ME "
